AREA,area_name,OCC_CODE,occupation_name,OCC_TITLE,total_employment,hourly_mean_wage,annual_mean_wage,hourly_median_wage,annual_median_wage,wage_10th_percentile_annual,wage_25th_percentile_annual,wage_75th_percentile_annual,wage_90th_percentile_annual,data_year,collection_date,wage_category,labor_cost_level
43100,Sheboygan Msa,15-1252,Software Developers,Software Developers,2137,40.96,85191,37.68,78375,55374,68153,106489,127786,2021,2025-06-27 19:46:17.053617,High,High Cost
43100,Sheboygan Msa,13-1161,Marketing Specialists,Marketing Specialists,1710,27.29,56753,25.1,52212,36889,45402,70941,85129,2021,2025-06-27 19:46:17.053624,Middle,Moderate Cost
43100,Sheboygan Msa,41-9022,Real Estate Agents,Real Estate Sales Agents,1140,24.11,50140,22.18,46129,32591,40112,62676,75211,2021,2025-06-27 19:46:17.053633,Middle,Moderate Cost
5500000,Wisconsin State,11-1021,General Managers,General and Operations Managers,25000,48.45,100785,44.58,92722,65510,80628,125981,151178,2022,2025-06-27 19:46:19.059548,High,High Cost
5500000,Wisconsin State,11-9051,Food Service Managers,Food Service Managers,8000,26.27,54632,24.16,50261,35511,43706,68290,81948,2022,2025-06-27 19:46:19.059571,Middle,Moderate Cost
5500000,Wisconsin State,11-9081,Retail Managers,Retail Sales Managers,12000,24.01,49939,22.09,45944,32460,39951,62424,74908,2022,2025-06-27 19:46:19.059586,Middle,Moderate Cost
5500000,Wisconsin State,11-9021,Construction Managers,Construction Managers,3500,44.81,93196,41.22,85740,60577,74557,116495,139794,2022,2025-06-27 19:46:19.059600,High,High Cost
5500000,Wisconsin State,29-1141,Registered Nurses,Registered Nurses,65000,37.96,78956,34.92,72640,51321,63165,98696,118435,2022,2025-06-27 19:46:19.059612,Middle,High Cost
5500000,Wisconsin State,31-9092,Medical Assistants,Medical Assistants,18000,18.54,38564,17.06,35478,25066,30851,48205,57846,2022,2025-06-27 19:46:19.059626,Low-Middle,Moderate Cost
5500000,Wisconsin State,31-1121,Home Health Aides,Home Health and Personal Care Aides,35000,14.84,30870,13.65,28400,20065,24696,38587,46305,2022,2025-06-27 19:46:19.059639,Low-Middle,Low Cost
5500000,Wisconsin State,35-3021,Food Prep Workers,Combined Food Preparation and Serving Workers,45000,13.0,27040,11.96,24876,17576,21632,33800,40560,2022,2025-06-27 19:46:19.059657,Low,Low Cost
5500000,Wisconsin State,35-3031,Waiters Waitresses,Waiters and Waitresses,52000,12.6,26208,11.59,24111,17035,20966,32760,39312,2022,2025-06-27 19:46:19.059675,Low,Low Cost
5500000,Wisconsin State,35-2014,Cooks Restaurant,"Cooks, Restaurant",28000,14.56,30284,13.4,27862,19685,24227,37856,45427,2022,2025-06-27 19:46:19.059691,Low-Middle,Low Cost
5500000,Wisconsin State,35-3011,Bartenders,Bartenders,15000,13.26,27583,12.2,25376,17929,22066,34479,41375,2022,2025-06-27 19:46:19.059707,Low-Middle,Low Cost
5500000,Wisconsin State,41-2031,Retail Salespersons,Retail Salespersons,85000,15.15,31518,13.94,28997,20487,25215,39398,47278,2022,2025-06-27 19:46:19.059729,Low-Middle,Low Cost
5500000,Wisconsin State,41-2011,Cashiers,Cashiers,95000,12.48,25958,11.48,23881,16872,20766,32448,38937,2022,2025-06-27 19:46:19.059751,Low,Low Cost
5500000,Wisconsin State,43-4051,Customer Service Reps,Customer Service Representatives,42000,18.01,37454,16.57,34458,24345,29963,46818,56181,2022,2025-06-27 19:46:19.059772,Low-Middle,Low Cost
5500000,Wisconsin State,39-5012,Hairdressers,"Hairdressers, Hairstylists, and Cosmetologists",8500,16.01,33292,14.73,30629,21640,26634,41616,49939,2022,2025-06-27 19:46:19.059794,Low-Middle,Low Cost
5500000,Wisconsin State,39-9031,Fitness Trainers,Fitness Trainers and Aerobics Instructors,5500,20.53,42696,18.89,39281,27752,34157,53371,64045,2022,2025-06-27 19:46:19.059816,Low-Middle,Moderate Cost
5500000,Wisconsin State,39-9011,Childcare Workers,Childcare Workers,25000,13.65,28392,12.56,26121,18455,22714,35490,42588,2022,2025-06-27 19:46:19.059837,Low-Middle,Low Cost
5500000,Wisconsin State,47-2031,Carpenters,Carpenters,18000,26.52,55166,24.4,50753,35858,44133,68958,82750,2022,2025-06-27 19:46:19.059860,Middle,Moderate Cost
5500000,Wisconsin State,47-2111,Electricians,Electricians,12000,31.32,65138,28.81,59927,42340,52111,81423,97708,2022,2025-06-27 19:46:19.059882,Middle,Moderate Cost
5500000,Wisconsin State,47-2152,Plumbers,"Plumbers, Pipefitters, and Steamfitters",8500,29.58,61532,27.22,56609,39995,49225,76915,92298,2022,2025-06-27 19:46:19.059903,Middle,Moderate Cost
5500000,Wisconsin State,49-3023,Automotive Technicians,Automotive Service Technicians and Mechanics,14000,22.51,46818,20.71,43072,30431,37454,58522,70227,2022,2025-06-27 19:46:19.059925,Low-Middle,Moderate Cost
5500000,Wisconsin State,13-2011,Accountants,Accountants and Auditors,22000,34.35,71442,31.6,65727,46437,57154,89303,107163,2022,2025-06-27 19:46:19.059945,Middle,High Cost
5500000,Wisconsin State,15-1252,Software Developers,Software Developers,15000,45.48,94607,41.85,87038,61494,75685,118258,141910,2022,2025-06-27 19:46:19.059964,High,High Cost
5500000,Wisconsin State,13-1161,Marketing Specialists,Marketing Specialists,12000,29.58,61532,27.22,56609,39995,49225,76915,92298,2022,2025-06-27 19:46:19.059981,Middle,Moderate Cost
5500000,Wisconsin State,41-9022,Real Estate Agents,Real Estate Sales Agents,8000,25.76,53571,23.7,49285,34821,42857,66964,80357,2022,2025-06-27 19:46:19.059998,Middle,Moderate Cost
33340,Milwaukee Msa,11-1021,General Managers,General and Operations Managers,4200,54.27,112879,49.93,103849,73371,90303,141099,169319,2022,2025-06-27 19:46:19.060016,High,High Cost
33340,Milwaukee Msa,11-9051,Food Service Managers,Food Service Managers,1344,29.42,61188,27.06,56293,39772,48950,76485,91782,2022,2025-06-27 19:46:19.060026,Middle,Moderate Cost
33340,Milwaukee Msa,11-9081,Retail Managers,Retail Sales Managers,2016,26.89,55931,24.74,51457,36355,44745,69914,83897,2022,2025-06-27 19:46:19.060037,Middle,Moderate Cost
33340,Milwaukee Msa,11-9021,Construction Managers,Construction Managers,588,50.18,104380,46.17,96029,67847,83504,130475,156570,2022,2025-06-27 19:46:19.060047,High,High Cost
33340,Milwaukee Msa,29-1141,Registered Nurses,Registered Nurses,10920,42.52,88431,39.11,81357,57480,70745,110539,132647,2022,2025-06-27 19:46:19.060056,High,High Cost
33340,Milwaukee Msa,31-9092,Medical Assistants,Medical Assistants,3024,20.77,43191,19.1,39736,28074,34553,53989,64787,2022,2025-06-27 19:46:19.060065,Low-Middle,Moderate Cost
33340,Milwaukee Msa,31-1121,Home Health Aides,Home Health and Personal Care Aides,5880,16.62,34574,15.29,31808,22473,27659,43218,51861,2022,2025-06-27 19:46:19.060075,Low-Middle,Low Cost
33340,Milwaukee Msa,35-3021,Food Prep Workers,Combined Food Preparation and Serving Workers,7560,14.56,30284,13.4,27862,19685,24227,37856,45427,2022,2025-06-27 19:46:19.060084,Low-Middle,Low Cost
33340,Milwaukee Msa,35-3031,Waiters Waitresses,Waiters and Waitresses,8736,14.11,29353,12.98,27005,19079,23482,36692,44030,2022,2025-06-27 19:46:19.060093,Low-Middle,Low Cost
33340,Milwaukee Msa,35-2014,Cooks Restaurant,"Cooks, Restaurant",4704,16.31,33918,15.0,31205,22047,27135,42398,50878,2022,2025-06-27 19:46:19.060102,Low-Middle,Low Cost
33340,Milwaukee Msa,35-3011,Bartenders,Bartenders,2520,14.85,30893,13.66,28421,20080,24714,38616,46340,2022,2025-06-27 19:46:19.060111,Low-Middle,Low Cost
33340,Milwaukee Msa,41-2031,Retail Salespersons,Retail Salespersons,14280,16.97,35301,15.61,32476,22945,28240,44126,52951,2022,2025-06-27 19:46:19.060120,Low-Middle,Low Cost
33340,Milwaukee Msa,41-2011,Cashiers,Cashiers,15960,13.98,29073,12.86,26747,18897,23258,36341,43610,2022,2025-06-27 19:46:19.060128,Low-Middle,Low Cost
33340,Milwaukee Msa,43-4051,Customer Service Reps,Customer Service Representatives,7056,20.17,41948,18.55,38593,27266,33559,52436,62923,2022,2025-06-27 19:46:19.060137,Low-Middle,Moderate Cost
33340,Milwaukee Msa,39-5012,Hairdressers,"Hairdressers, Hairstylists, and Cosmetologists",1428,17.93,37287,16.49,34304,24237,29830,46609,55931,2022,2025-06-27 19:46:19.060146,Low-Middle,Low Cost
33340,Milwaukee Msa,39-9031,Fitness Trainers,Fitness Trainers and Aerobics Instructors,924,22.99,47820,21.15,43994,31083,38256,59775,71730,2022,2025-06-27 19:46:19.060155,Low-Middle,Moderate Cost
33340,Milwaukee Msa,39-9011,Childcare Workers,Childcare Workers,4200,15.29,31799,14.07,29255,20669,25439,39749,47699,2022,2025-06-27 19:46:19.060164,Low-Middle,Low Cost
33340,Milwaukee Msa,47-2031,Carpenters,Carpenters,3024,29.71,61786,27.33,56843,40161,49429,77233,92680,2022,2025-06-27 19:46:19.060174,Middle,Moderate Cost
33340,Milwaukee Msa,47-2111,Electricians,Electricians,2016,35.07,72955,32.27,67118,47421,58364,91194,109433,2022,2025-06-27 19:46:19.060183,Middle,High Cost
33340,Milwaukee Msa,47-2152,Plumbers,"Plumbers, Pipefitters, and Steamfitters",1428,33.13,68916,30.48,63402,44795,55132,86145,103374,2022,2025-06-27 19:46:19.060191,Middle,High Cost
33340,Milwaukee Msa,49-3023,Automotive Technicians,Automotive Service Technicians and Mechanics,2352,25.21,52436,23.19,48241,34083,41948,65545,78654,2022,2025-06-27 19:46:19.060201,Middle,Moderate Cost
33340,Milwaukee Msa,13-2011,Accountants,Accountants and Auditors,3696,38.47,80015,35.39,73614,52010,64012,100019,120023,2022,2025-06-27 19:46:19.060209,Middle,High Cost
33340,Milwaukee Msa,15-1252,Software Developers,Software Developers,2520,50.94,105959,46.87,97483,68873,84767,132449,158939,2022,2025-06-27 19:46:19.060219,High,High Cost
33340,Milwaukee Msa,13-1161,Marketing Specialists,Marketing Specialists,2016,33.13,68916,30.48,63402,44795,55132,86145,103374,2022,2025-06-27 19:46:19.060228,Middle,High Cost
33340,Milwaukee Msa,41-9022,Real Estate Agents,Real Estate Sales Agents,1344,28.85,60000,26.54,55200,39000,48000,75000,90000,2022,2025-06-27 19:46:19.060237,Middle,Moderate Cost
31540,Madison Msa,11-1021,General Managers,General and Operations Managers,4050,52.33,108848,48.14,100140,70751,87078,136060,163272,2022,2025-06-27 19:46:19.060247,High,High Cost
31540,Madison Msa,11-9051,Food Service Managers,Food Service Managers,1296,28.37,59003,26.1,54282,38352,47202,73753,88504,2022,2025-06-27 19:46:19.060256,Middle,Moderate Cost
31540,Madison Msa,11-9081,Retail Managers,Retail Sales Managers,1944,25.93,53934,23.86,49619,35057,43147,67417,80901,2022,2025-06-27 19:46:19.060265,Middle,Moderate Cost
31540,Madison Msa,11-9021,Construction Managers,Construction Managers,567,48.39,100652,44.52,92600,65423,80521,125815,150978,2022,2025-06-27 19:46:19.060276,High,High Cost
31540,Madison Msa,29-1141,Registered Nurses,Registered Nurses,10530,41.0,85273,37.72,78451,55427,68218,106591,127910,2022,2025-06-27 19:46:19.060285,High,High Cost
31540,Madison Msa,31-9092,Medical Assistants,Medical Assistants,2916,20.02,41649,18.42,38317,27071,33319,52061,62473,2022,2025-06-27 19:46:19.060293,Low-Middle,Moderate Cost
31540,Madison Msa,31-1121,Home Health Aides,Home Health and Personal Care Aides,5670,16.03,33339,14.75,30672,21670,26671,41674,50009,2022,2025-06-27 19:46:19.060303,Low-Middle,Low Cost
31540,Madison Msa,35-3021,Food Prep Workers,Combined Food Preparation and Serving Workers,7290,14.04,29203,12.92,26866,18982,23362,36504,43804,2022,2025-06-27 19:46:19.060311,Low-Middle,Low Cost
31540,Madison Msa,35-3031,Waiters Waitresses,Waiters and Waitresses,8424,13.61,28305,12.52,26040,18398,22644,35381,42457,2022,2025-06-27 19:46:19.060320,Low-Middle,Low Cost
31540,Madison Msa,35-2014,Cooks Restaurant,"Cooks, Restaurant",4536,15.72,32707,14.47,30090,21259,26166,40884,49061,2022,2025-06-27 19:46:19.060329,Low-Middle,Low Cost
31540,Madison Msa,35-3011,Bartenders,Bartenders,2430,14.32,29790,13.18,27406,19363,23832,37237,44685,2022,2025-06-27 19:46:19.060338,Low-Middle,Low Cost
31540,Madison Msa,41-2031,Retail Salespersons,Retail Salespersons,13770,16.37,34040,15.06,31317,22126,27232,42550,51060,2022,2025-06-27 19:46:19.060348,Low-Middle,Low Cost
31540,Madison Msa,41-2011,Cashiers,Cashiers,15390,13.48,28035,12.4,25792,18222,22428,35043,42052,2022,2025-06-27 19:46:19.060356,Low-Middle,Low Cost
31540,Madison Msa,43-4051,Customer Service Reps,Customer Service Representatives,6804,19.45,40450,17.89,37214,26292,32360,50563,60676,2022,2025-06-27 19:46:19.060365,Low-Middle,Moderate Cost
31540,Madison Msa,39-5012,Hairdressers,"Hairdressers, Hairstylists, and Cosmetologists",1377,17.29,35956,15.9,33079,23371,28764,44945,53934,2022,2025-06-27 19:46:19.060374,Low-Middle,Low Cost
31540,Madison Msa,39-9031,Fitness Trainers,Fitness Trainers and Aerobics Instructors,891,22.17,46112,20.4,42423,29973,36890,57640,69168,2022,2025-06-27 19:46:19.060383,Low-Middle,Moderate Cost
31540,Madison Msa,39-9011,Childcare Workers,Childcare Workers,4050,14.74,30664,13.56,28210,19931,24531,38330,45996,2022,2025-06-27 19:46:19.060392,Low-Middle,Low Cost
31540,Madison Msa,47-2031,Carpenters,Carpenters,2916,28.64,59580,26.35,54813,38727,47664,74475,89370,2022,2025-06-27 19:46:19.060401,Middle,Moderate Cost
31540,Madison Msa,47-2111,Electricians,Electricians,1944,33.82,70349,31.12,64721,45727,56279,87937,105524,2022,2025-06-27 19:46:19.060410,Middle,High Cost
31540,Madison Msa,47-2152,Plumbers,"Plumbers, Pipefitters, and Steamfitters",1377,31.95,66454,29.39,61138,43195,53163,83068,99682,2022,2025-06-27 19:46:19.060418,Middle,High Cost
31540,Madison Msa,49-3023,Automotive Technicians,Automotive Service Technicians and Mechanics,2268,24.31,50563,22.36,46518,32866,40450,63204,75845,2022,2025-06-27 19:46:19.060427,Middle,Moderate Cost
31540,Madison Msa,13-2011,Accountants,Accountants and Auditors,3564,37.1,77157,34.13,70985,50152,61726,96447,115736,2022,2025-06-27 19:46:19.060436,Middle,High Cost
31540,Madison Msa,15-1252,Software Developers,Software Developers,2430,49.12,102175,45.19,94001,66414,81740,127719,153263,2022,2025-06-27 19:46:19.060445,High,High Cost
31540,Madison Msa,13-1161,Marketing Specialists,Marketing Specialists,1944,31.95,66454,29.39,61138,43195,53163,83068,99682,2022,2025-06-27 19:46:19.060454,Middle,High Cost
31540,Madison Msa,41-9022,Real Estate Agents,Real Estate Sales Agents,1296,27.82,57857,25.59,53228,37607,46285,72321,86786,2022,2025-06-27 19:46:19.060462,Middle,Moderate Cost
24580,Green Bay Msa,11-1021,General Managers,General and Operations Managers,3675,47.49,98769,43.69,90868,64200,79015,123462,148154,2022,2025-06-27 19:46:19.060472,High,High Cost
24580,Green Bay Msa,11-9051,Food Service Managers,Food Service Managers,1176,25.74,53539,23.68,49256,34800,42831,66924,80309,2022,2025-06-27 19:46:19.060481,Middle,Moderate Cost
24580,Green Bay Msa,11-9081,Retail Managers,Retail Sales Managers,1764,23.53,48940,21.65,45025,31811,39152,61175,73410,2022,2025-06-27 19:46:19.060491,Middle,Moderate Cost
24580,Green Bay Msa,11-9021,Construction Managers,Construction Managers,514,43.91,91332,40.4,84026,59366,73066,114165,136998,2022,2025-06-27 19:46:19.060500,High,High Cost
24580,Green Bay Msa,29-1141,Registered Nurses,Registered Nurses,9555,37.2,77377,34.22,71187,50295,61902,96722,116066,2022,2025-06-27 19:46:19.060509,Middle,High Cost
24580,Green Bay Msa,31-9092,Medical Assistants,Medical Assistants,2646,18.17,37792,16.72,34769,24565,30234,47241,56689,2022,2025-06-27 19:46:19.060542,Low-Middle,Low Cost
24580,Green Bay Msa,31-1121,Home Health Aides,Home Health and Personal Care Aides,5145,14.54,30252,13.38,27832,19664,24202,37815,45378,2022,2025-06-27 19:46:19.060555,Low-Middle,Low Cost
24580,Green Bay Msa,35-3021,Food Prep Workers,Combined Food Preparation and Serving Workers,6615,12.74,26499,11.72,24379,17224,21199,33124,39748,2022,2025-06-27 19:46:19.060564,Low,Low Cost
24580,Green Bay Msa,35-3031,Waiters Waitresses,Waiters and Waitresses,7644,12.35,25684,11.36,23629,16694,20547,32105,38526,2022,2025-06-27 19:46:19.060573,Low,Low Cost
24580,Green Bay Msa,35-2014,Cooks Restaurant,"Cooks, Restaurant",4116,14.27,29679,13.13,27304,19291,23743,37098,44518,2022,2025-06-27 19:46:19.060582,Low-Middle,Low Cost
24580,Green Bay Msa,35-3011,Bartenders,Bartenders,2205,13.0,27031,11.96,24869,17570,21625,33789,40547,2022,2025-06-27 19:46:19.060591,Low,Low Cost
24580,Green Bay Msa,41-2031,Retail Salespersons,Retail Salespersons,12495,14.85,30888,13.66,28417,20077,24710,38610,46332,2022,2025-06-27 19:46:19.060600,Low-Middle,Low Cost
24580,Green Bay Msa,41-2011,Cashiers,Cashiers,13965,12.23,25439,11.25,23404,16535,20351,31799,38158,2022,2025-06-27 19:46:19.060609,Low,Low Cost
24580,Green Bay Msa,43-4051,Customer Service Reps,Customer Service Representatives,6174,17.65,36705,16.24,33768,23858,29364,45881,55057,2022,2025-06-27 19:46:19.060618,Low-Middle,Low Cost
24580,Green Bay Msa,39-5012,Hairdressers,"Hairdressers, Hairstylists, and Cosmetologists",1249,15.69,32626,14.43,30016,21207,26101,40783,48940,2022,2025-06-27 19:46:19.060627,Low-Middle,Low Cost
24580,Green Bay Msa,39-9031,Fitness Trainers,Fitness Trainers and Aerobics Instructors,808,20.12,41842,18.51,38495,27197,33474,52303,62764,2022,2025-06-27 19:46:19.060635,Low-Middle,Moderate Cost
24580,Green Bay Msa,39-9011,Childcare Workers,Childcare Workers,3675,13.38,27824,12.31,25598,18086,22259,34780,41737,2022,2025-06-27 19:46:19.060644,Low-Middle,Low Cost
24580,Green Bay Msa,47-2031,Carpenters,Carpenters,2646,25.99,54063,23.91,49738,35141,43250,67579,81095,2022,2025-06-27 19:46:19.060653,Middle,Moderate Cost
24580,Green Bay Msa,47-2111,Electricians,Electricians,1764,30.69,63835,28.24,58729,41493,51068,79794,95753,2022,2025-06-27 19:46:19.060662,Middle,Moderate Cost
24580,Green Bay Msa,47-2152,Plumbers,"Plumbers, Pipefitters, and Steamfitters",1249,28.99,60301,26.67,55477,39196,48241,75376,90452,2022,2025-06-27 19:46:19.060670,Middle,Moderate Cost
24580,Green Bay Msa,49-3023,Automotive Technicians,Automotive Service Technicians and Mechanics,2058,22.06,45881,20.29,42211,29823,36705,57352,68822,2022,2025-06-27 19:46:19.060680,Low-Middle,Moderate Cost
24580,Green Bay Msa,13-2011,Accountants,Accountants and Auditors,3234,33.66,70013,30.97,64412,45508,56010,87517,105020,2022,2025-06-27 19:46:19.060689,Middle,High Cost
24580,Green Bay Msa,15-1252,Software Developers,Software Developers,2205,44.57,92714,41.01,85297,60264,74171,115893,139072,2022,2025-06-27 19:46:19.060698,High,High Cost
24580,Green Bay Msa,13-1161,Marketing Specialists,Marketing Specialists,1764,28.99,60301,26.67,55477,39196,48241,75376,90452,2022,2025-06-27 19:46:19.060707,Middle,Moderate Cost
24580,Green Bay Msa,41-9022,Real Estate Agents,Real Estate Sales Agents,1176,25.24,52500,23.22,48300,34125,42000,65625,78750,2022,2025-06-27 19:46:19.060716,Middle,Moderate Cost
10900,Appleton Msa,11-1021,General Managers,General and Operations Managers,3675,47.49,98769,43.69,90868,64200,79015,123462,148154,2022,2025-06-27 19:46:19.060725,High,High Cost
10900,Appleton Msa,11-9051,Food Service Managers,Food Service Managers,1176,25.74,53539,23.68,49256,34800,42831,66924,80309,2022,2025-06-27 19:46:19.060735,Middle,Moderate Cost
10900,Appleton Msa,11-9081,Retail Managers,Retail Sales Managers,1764,23.53,48940,21.65,45025,31811,39152,61175,73410,2022,2025-06-27 19:46:19.060743,Middle,Moderate Cost
10900,Appleton Msa,11-9021,Construction Managers,Construction Managers,514,43.91,91332,40.4,84026,59366,73066,114165,136998,2022,2025-06-27 19:46:19.060752,High,High Cost
10900,Appleton Msa,29-1141,Registered Nurses,Registered Nurses,9555,37.2,77377,34.22,71187,50295,61902,96722,116066,2022,2025-06-27 19:46:19.060761,Middle,High Cost
10900,Appleton Msa,31-9092,Medical Assistants,Medical Assistants,2646,18.17,37792,16.72,34769,24565,30234,47241,56689,2022,2025-06-27 19:46:19.060770,Low-Middle,Low Cost
10900,Appleton Msa,31-1121,Home Health Aides,Home Health and Personal Care Aides,5145,14.54,30252,13.38,27832,19664,24202,37815,45378,2022,2025-06-27 19:46:19.060779,Low-Middle,Low Cost
10900,Appleton Msa,35-3021,Food Prep Workers,Combined Food Preparation and Serving Workers,6615,12.74,26499,11.72,24379,17224,21199,33124,39748,2022,2025-06-27 19:46:19.060788,Low,Low Cost
10900,Appleton Msa,35-3031,Waiters Waitresses,Waiters and Waitresses,7644,12.35,25684,11.36,23629,16694,20547,32105,38526,2022,2025-06-27 19:46:19.060797,Low,Low Cost
